520, 1024,22,
520, 1021,21,
520, 1023,18,
519, 1019,2,
519, 1028,4,
520, 1025,21,
520, 1022,11,
519, 1020,14,
519, 1027,8,
519, 1023,23,
519, 1025,24,
518, 1027,9,
519, 1021,25,
519, 1026,22,
519, 1024,18,
519, 1022,12,
518, 1020,10,
518, 1026,24,
518, 1023,20,
518, 1022,22,
518, 1021,31,
518, 1025,16,
518, 1024,16,
517, 1025,22,
517, 1023,34,
517, 1026,21,
517, 1024,25,
517, 1022,19,
517, 1021,16,
516, 1025,34,
516, 1022,27,
516, 1021,15,
516, 1023,45,
516, 1024,22,
516, 1026,8,
515, 1024,42,
515, 1025,47,
515, 1022,34,
515, 1023,41,
514, 1024,46,
514, 1023,57,
514, 1025,20,
514, 1022,27,
513, 1023,66,
513, 1024,79,
512, 1023,131,
512, 1024,102,
511, 1024,112,
511, 1023,82,
510, 1024,66,
510, 1023,73,
509, 1025,24,
509, 1023,69,
509, 1024,66,
509, 1022,25,
508, 1025,31,
508, 1023,45,
508, 1024,31,
508, 1022,34,
507, 1025,28,
507, 1023,36,
507, 1024,32,
507, 1026,10,
507, 1022,25,
507, 1021,12,
506, 1024,24,
506, 1026,22,
506, 1021,26,
506, 1022,34,
506, 1023,22,
506, 1025,31,
505, 1022,23,
505, 1021,21,
505, 1025,17,
505, 1026,21,
505, 1023,22,
505, 1024,21,
505, 1027,14,
505, 1020,10,
504, 1024,22,
504, 1026,18,
504, 1027,23,
504, 1022,15,
504, 1021,15,
504, 1023,26,
504, 1025,17,
504, 1020,21,
503, 1022,15,
503, 1024,10,
504, 1028,8,
503, 1025,17,
503, 1023,16,
503, 1026,24,
503, 1021,12,
503, 1027,14,
503, 1020,16,
504, 1019,3,
502, 1025,16,
502, 1022,18,
502, 1026,25,
503, 1019,16,
502, 1021,16,
502, 1020,20,
503, 1028,13,
502, 1024,18,
502, 1027,13,
502, 1023,12,
502, 1028,1,
492, 1028,5,
492, 1027,10,
493, 1018,11,
493, 1016,8,
494, 1015,13,
492, 1029,2,
494, 1032,5,
492, 1022,10,
492, 1020,7,
493, 1030,9,
494, 1016,2,
494, 1033,3,
492, 1023,11,
494, 1031,2,
492, 1025,6,
493, 1028,2,
492, 1024,5,
493, 1017,6,
492, 1026,7,
493, 1031,9,
494, 1014,2,
492, 1021,2,
492, 1019,3,
493, 1029,3,
493, 1019,2,
483, 1014,3,
484, 1015,1,
482, 1026,5,
482, 1020,6,
485, 1012,2,
484, 1033,5,
483, 1028,2,
482, 1027,4,
485, 1010,4,
482, 1024,6,
482, 1025,2,
483, 1031,5,
484, 1013,8,
485, 1011,5,
482, 1028,3,
483, 1018,4,
483, 1026,1,
483, 1033,4,
483, 1015,6,
485, 1035,3,
483, 1017,6,
484, 1034,4,
484, 1014,2,
484, 1035,5,
482, 1023,8,
483, 1019,2,
482, 1022,4,
482, 1021,5,
483, 1032,3,
483, 1016,7,
485, 1036,1,
486, 1037,1,
483, 1030,4,
482, 1017,1,
482, 1019,2,
483, 1029,2,
484, 1011,2,
482, 1029,1,
485, 1037,3,
482, 1018,1,
486, 1010,1,
486, 1009,1,
483, 1020,1,
486, 1038,1,
473, 1031,3,
475, 1039,4,
473, 1018,2,
474, 1033,2,
473, 1017,3,
474, 1037,2,
472, 1020,3,
476, 1006,2,
473, 1024,2,
476, 1008,1,
473, 1028,2,
474, 1010,2,
474, 1011,4,
475, 1037,2,
477, 1043,1,
472, 1019,3,
474, 1012,4,
474, 1035,2,
472, 1016,1,
473, 1029,3,
473, 1021,1,
473, 1015,2,
472, 1027,5,
473, 1014,1,
473, 1030,1,
473, 1027,3,
472, 1025,5,
473, 1033,3,
472, 1018,2,
475, 1038,3,
475, 1010,2,
472, 1030,1,
476, 1039,1,
474, 1015,1,
473, 1032,2,
474, 1032,1,
473, 1020,3,
476, 1007,2,
472, 1028,2,
473, 1016,5,
475, 1040,1,
476, 1005,2,
472, 1029,3,
475, 1009,3,
473, 1013,1,
476, 1040,2,
472, 1017,1,
477, 1042,1,
477, 1005,1,
472, 1026,3,
474, 1013,2,
475, 1007,2,
475, 1011,1,
476, 1041,2,
475, 1035,1,
473, 1022,1,
473, 1023,1,
475, 1008,1,
477, 1004,1,
473, 1019,1,
474, 1014,1,
464, 1035,4,
463, 1032,2,
464, 1010,3,
463, 1026,2,
463, 1028,3,
465, 1040,2,
463, 1014,2,
464, 1037,1,
462, 1026,2,
467, 1044,1,
462, 1028,1,
464, 1008,1,
468, 1001,2,
464, 1038,2,
466, 1040,2,
465, 1038,1,
465, 1008,4,
464, 1032,1,
464, 1034,2,
465, 1010,2,
462, 1025,1,
463, 1020,4,
463, 1021,1,
467, 1045,3,
466, 1042,1,
463, 1013,2,
467, 1006,1,
462, 1023,4,
468, 1000,1,
466, 1005,2,
466, 1043,3,
468, 1045,2,
463, 1033,2,
462, 1019,2,
463, 1022,1,
467, 1043,2,
465, 1037,2,
462, 1027,2,
463, 1015,3,
463, 1034,1,
468, 1046,3,
467, 1002,3,
463, 1019,1,
464, 1014,1,
466, 1006,1,
462, 1020,1,
466, 1044,1,
463, 1025,1,
467, 1001,1,
463, 1018,2,
462, 1024,2,
467, 1042,2,
464, 1012,2,
468, 1047,3,
467, 1003,3,
464, 1011,2,
465, 1041,1,
463, 1017,1,
463, 1029,2,
466, 1007,1,
462, 1021,2,
463, 1035,1,
467, 1046,1,
463, 1036,1,
466, 1041,2,
466, 1008,1,
463, 1024,1,
465, 1009,1,
464, 1036,1,
466, 1004,1,
468, 1002,1,
465, 1006,1,
464, 1009,1,
463, 1030,1,
465, 1007,1,
462, 1030,1,
457, 1042,1,
456, 1043,1,
458, 998,3,
453, 1027,5,
457, 1045,2,
454, 1035,4,
457, 1003,1,
453, 1016,3,
454, 1037,1,
459, 1049,1,
457, 1000,5,
457, 999,2,
453, 1033,2,
458, 1000,2,
459, 996,2,
453, 1036,1,
452, 1026,2,
456, 1044,2,
456, 1041,3,
457, 1043,2,
453, 1029,3,
455, 1042,1,
453, 1024,1,
453, 1030,1,
452, 1024,1,
453, 1025,4,
457, 1004,1,
454, 1036,4,
456, 1040,1,
454, 1034,1,
454, 1014,1,
455, 1004,1,
454, 1012,1,
455, 1040,2,
459, 998,4,
460, 996,1,
455, 1010,1,
455, 1005,1,
454, 1015,1,
454, 1040,1,
457, 1002,2,
453, 1020,3,
454, 1038,3,
453, 1034,2,
455, 1006,4,
459, 995,2,
455, 1039,1,
456, 1004,1,
458, 1047,3,
452, 1018,2,
454, 1018,1,
452, 1022,1,
452, 1021,1,
453, 1035,1,
458, 1050,2,
453, 1022,2,
454, 1011,2,
460, 1050,1,
454, 1033,1,
452, 1027,2,
455, 1043,2,
454, 1009,2,
455, 1037,1,
455, 1038,1,
452, 1023,1,
455, 1009,1,
456, 1007,1,
454, 1039,1,
459, 999,2,
459, 997,1,
456, 1042,1,
457, 1046,1,
456, 1006,1,
456, 1002,1,
453, 1037,1,
458, 1046,1,
454, 1008,1,
453, 1026,2,
456, 1005,2,
460, 1052,1,
457, 1044,1,
453, 1031,2,
454, 1010,1,
460, 997,1,
456, 1003,1,
454, 1007,1,
456, 1039,1,
453, 1028,1,
453, 1013,1,
454, 1031,1,
453, 1012,1,
452, 1025,1,
456, 1001,1,
452, 1029,1,
453, 1018,1,
452, 1031,1,
